player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Malcolm Perry,46513,QB,NAVY,3,50.0,2,2,11.5,3.68,0,0,0.0,50.0,1,0,3,0.0,5,0,3,237,66.3,88.9,26.4,84.5,0,1,5,0,0.0,56.3,0.0,0,3,0,0,1,1,20.0,5,2.5
Jonathan Ward,25859,HB,C MICHIGAN,2,100.0,2,2,3.5,1.65,0,0,0.0,50.0,1,1,1,50.0,2,1,1,134,82.6,75.7,48.3,76.0,0,0,2,2,0.0,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5
Cedrick Wilson Jr.,48170,WR,BOISE ST,1,100.0,2,2,17.0,2.5,0,0,0.0,100.0,2,0,0,0.0,2,0,2,120,77.5,83.8,67.3,52.2,0,0,2,1,,118.8,0.0,0,0,0,0,0,0,0.0,46,23.0
Jaylen Samuels,47297,TE,NC STATE,2,50.0,2,2,29.5,2.65,0,0,0.0,50.0,1,0,0,0.0,2,0,1,248,61.1,68.3,49.3,75.3,0,0,2,0,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5
Geraud Sanders,61094,WR,AIR FORCE,2,100.0,1,2,17.0,3.7,0,1,50.0,50.0,1,0,2,0.0,2,0,1,101,67.8,76.0,64.5,,0,0,2,3,0.0,93.8,0.0,0,0,0,1,0,1,50.0,24,12.0
Malik Williams,61121,WR,APP STATE,2,50.0,2,2,27.0,3.65,0,1,50.0,50.0,1,0,0,0.0,2,0,1,108,20.9,52.9,64.4,43.3,0,0,2,1,,135.4,0.0,0,0,0,0,1,1,50.0,27,13.5
Vic Wharton III,47751,WR,CAL,2,50.0,2,2,24.0,3.4,0,0,0.0,50.0,1,0,1,0.0,2,0,1,130,68.1,73.6,66.4,57.5,0,0,2,0,0.0,114.6,0.0,0,0,0,0,1,0,0.0,15,7.5
Trey Quinn,38276,WR,SMU,2,50.0,2,2,19.5,3.1,0,1,50.0,50.0,1,0,1,0.0,2,0,1,287,79.8,89.8,46.0,59.0,0,1,2,0,0.0,56.3,0.0,0,0,0,0,0,1,50.0,34,17.0
Will Spiers,45131,P,CLEMSON,2,50.0,2,2,18.5,2.7,0,0,0.0,50.0,1,0,0,0.0,2,0,1,140,61.8,47.4,35.9,,0,0,2,0,,56.3,0.0,0,0,0,0,0,1,50.0,5,2.5
David Montgomery,45719,HB,IOWA STATE,2,0.0,2,2,9.5,3.4,0,0,0.0,0.0,0,0,1,,2,0,0,193,91.6,90.6,48.8,89.9,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Shaun Wilson,45993,HB,DUKE,2,50.0,2,2,13.5,2.55,0,0,0.0,50.0,1,1,0,0.0,2,0,1,154,83.1,67.0,46.7,70.5,0,1,2,4,,56.3,0.0,0,0,0,0,1,1,50.0,4,2.0
Ryan Davis,48186,WR,AUBURN,2,100.0,2,2,29.5,3.65,0,0,0.0,50.0,1,0,0,50.0,2,1,1,115,55.4,82.8,89.3,,0,0,2,0,,135.4,0.0,0,0,0,0,1,0,0.0,62,31.0
Kadarius Toney,61245,WR,FLORIDA,2,50.0,2,2,23.5,2.6,0,0,0.0,50.0,1,0,0,0.0,2,0,1,163,75.8,76.8,68.9,77.9,0,0,2,0,,95.8,0.0,0,0,0,0,0,0,0.0,50,25.0
Benny Snell Jr.,45954,HB,KENTUCKY,2,50.0,2,2,7.5,2.0,0,0,0.0,0.0,0,1,1,100.0,2,1,0,202,81.8,72.7,56.7,72.8,0,0,2,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Joe Schopper,33764,P,PURDUE,3,100.0,2,2,18.0,3.05,0,0,0.0,100.0,2,0,0,0.0,2,0,2,273,64.8,71.8,86.6,57.7,0,0,3,0,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0
Jake Rizzo,40278,QB,FLORIDA ST,1,50.0,2,2,7.0,2.1,0,0,0.0,50.0,1,0,1,0.0,2,0,0,167,61.8,48.4,47.8,,0,0,2,0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0
Quayvon Skanes,40233,WR,UCONN,3,50.0,2,2,16.5,3.45,0,0,0.0,50.0,1,0,0,0.0,2,0,0,146,62.4,59.9,47.9,57.5,0,0,4,0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0
Anthony Miller,48160,WR,MEMPHIS,1,100.0,1,1,32.0,4.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,218,30.9,83.7,75.7,56.9,0,0,1,4,,118.8,0.0,0,0,0,0,0,0,0.0,35,35.0
Darren Carrington II,48219,WR,UTAH,2,,0,1,,5.2,0,0,0.0,0.0,0,0,1,,1,0,0,328,30.8,81.4,55.4,,0,0,2,5,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Austin Proehl,48223,WR,N CAROLINA,1,0.0,1,1,34.0,3.3,0,0,0.0,0.0,0,1,0,,1,0,0,245,75.6,71.4,49.9,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Timmy Hernandez,48225,WR,OREGON ST,1,100.0,1,1,10.0,2.9,0,0,0.0,100.0,1,0,1,0.0,1,0,1,265,40.9,75.0,75.4,,0,0,1,1,0.0,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Bryce Bobo,48271,WR,COLORADO,1,100.0,1,1,13.0,3.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,143,75.3,71.3,72.6,63.2,0,0,1,6,,152.1,0.0,0,0,0,0,1,0,0.0,11,11.0
Jeffery Mead,48279,WR,OKLAHOMA,1,100.0,1,1,15.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,261,66.4,58.4,72.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
N'Keal Harry,48297,WR,ARIZONA ST,2,100.0,1,1,14.0,4.0,0,0,0.0,100.0,1,0,1,0.0,2,0,1,110,63.1,81.8,71.9,66.9,0,0,2,2,100.0,158.3,50.0,1,0,0,0,1,0,0.0,14,14.0
Steven Sims,48341,WR,KANSAS,1,0.0,1,1,34.0,1.3,0,0,0.0,0.0,0,0,0,,1,0,0,198,82.6,76.7,49.9,68.1,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Blake Johnson,33437,P,ARKANSAS,1,0.0,1,1,9.0,5.9,0,0,0.0,0.0,0,0,1,,1,0,0,111,5.8,43.7,26.3,60.0,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Jyvon Brown,52105,WR,UMASS,1,0.0,1,1,19.0,2.5,0,0,0.0,0.0,0,0,1,,1,0,0,216,62.4,39.8,26.8,,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Stone Wilson,33392,P,FIU,1,100.0,1,1,12.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,166,13.4,43.9,75.4,41.4,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
Tre Walker,52260,WR,S JOSE ST,1,100.0,1,1,22.0,3.4,0,0,0.0,100.0,1,0,1,0.0,1,0,1,285,29.6,65.5,76.6,,0,0,1,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,54,54.0
Arthur Hart,32539,P,CHARLOTTE,2,0.0,1,1,2.0,2.3,0,0,0.0,0.0,0,0,0,,1,0,0,136,64.4,48.8,49.9,58.9,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Nick Porebski,32216,P,OREGON ST,1,100.0,1,1,-1.0,1.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,265,9.1,41.0,60.6,60.0,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
DeeJay Dallas,55632,WR,MIAMI FL,1,100.0,1,1,-2.0,2.4,0,0,0.0,0.0,0,0,1,100.0,1,1,0,220,78.5,78.6,61.0,74.0,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Travis Levy,57164,HB,BOSTON COL,1,0.0,1,1,25.0,3.7,0,0,0.0,0.0,0,0,0,,1,0,0,121,25.1,58.1,58.9,52.8,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cam Akers,57206,HB,FLORIDA ST,1,100.0,1,1,42.0,4.3,0,1,100.0,100.0,1,0,0,0.0,1,0,1,167,74.7,86.7,87.3,84.3,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,47,47.0
D'Andre Swift,57212,HB,GEORGIA,1,0.0,1,1,14.0,3.2,0,0,0.0,0.0,0,0,1,,1,0,0,173,67.0,85.3,54.8,83.4,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Connor Heyward,57301,HB,MICH STATE,1,100.0,1,1,6.0,3.5,0,0,0.0,0.0,0,0,0,100.0,1,1,0,223,74.5,66.0,71.9,61.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Trey Sermon,57372,HB,OKLAHOMA,1,100.0,1,1,26.0,3.6,0,0,0.0,100.0,1,0,1,0.0,1,0,1,261,88.2,81.5,76.2,81.8,0,0,1,0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,42,42.0
Eltoro Allen,57455,HB,UTAH ST,1,100.0,1,1,-5.0,1.6,0,0,0.0,0.0,0,0,0,100.0,1,1,0,329,31.7,48.0,60.4,52.7,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Riley Patterson,57556,K,MEMPHIS,1,0.0,1,1,17.0,3.4,0,0,0.0,0.0,0,0,1,,1,0,0,218,60.3,28.9,36.7,,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Tavares Thomas,57981,HB,MIDDLE TN,1,100.0,1,1,-5.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,224,68.2,91.7,60.4,90.2,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0
Quinton Conaway,60293,P,NEVADA,1,,0,1,,3.4,0,0,0.0,0.0,0,0,1,,1,0,0,239,23.7,36.6,55.7,60.0,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,1,100.0,0,0.0
Oscar Bradburn,60312,P,VA TECH,1,100.0,1,1,-5.0,1.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,337,60.3,61.1,60.6,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0
Mike Boone,31615,HB,CINCINNATI,1,100.0,1,1,4.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,138,76.8,64.4,60.4,66.9,0,0,1,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Kylen Binn,31302,QB,UAB,1,0.0,1,1,27.0,4.1,0,0,0.0,0.0,0,0,0,,1,0,0,321,68.7,73.9,58.9,69.7,0,1,1,0,,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Rhett Rodriguez,60332,QB,ARIZONA,1,100.0,1,1,-2.0,1.6,0,0,0.0,100.0,1,0,0,0.0,1,0,1,109,67.5,48.6,60.6,50.9,0,0,1,0,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Donavan Tate,60333,QB,ARIZONA,1,100.0,1,1,3.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,109,63.7,62.9,60.6,60.0,0,0,1,0,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
Jarvion Franklin,30845,HB,W MICHIGAN,1,0.0,1,1,27.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,347,79.3,70.6,27.6,72.6,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Austin Fort,30778,TE,WYOMING,1,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,1,0,0.0,1,0,0,351,70.7,68.4,60.6,68.8,0,0,1,3,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0
Jamauri Bogan,30634,HB,W MICHIGAN,1,100.0,1,1,-6.0,4.4,0,0,0.0,100.0,1,0,1,0.0,1,0,0,347,48.7,62.1,60.6,61.6,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
James Sherman,30213,K,TEXAS ST,2,0.0,1,1,-5.0,1.3,0,0,0.0,0.0,0,0,0,,1,0,0,314,10.2,16.0,26.0,60.0,0,0,2,0,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Tez Parks,30060,HB,SO MISS,1,0.0,1,1,1.0,2.9,0,0,0.0,0.0,0,0,0,,1,0,0,296,62.0,64.8,57.7,71.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Winslow,30026,P,PITTSBURGH,1,100.0,1,1,20.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,268,60.3,82.2,78.3,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,15,15.0
Brendan Cope,29727,WR,OHIO,1,100.0,1,1,5.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,259,38.6,69.8,73.3,57.5,0,0,1,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Zack Darlington,29598,WR,NEBRASKA,1,100.0,1,1,-5.0,1.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,238,60.3,61.1,60.6,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0
Justin Jackson,29539,HB,NWESTERN,1,100.0,1,1,19.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,256,89.3,65.7,72.6,70.0,0,0,1,2,,156.3,0.0,0,0,0,0,1,0,0.0,12,12.0
Richie James,28991,WR,MIDDLE TN,1,,0,1,,2.9,0,0,0.0,0.0,0,0,1,,1,0,0,224,28.2,66.7,60.0,68.8,0,0,1,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Glen Cuiellette,28861,QB,TULANE,1,100.0,1,1,11.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,319,60.3,70.7,75.4,,0,0,1,0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Jay Tyler,28845,WR,STANFORD,1,100.0,1,1,10.0,3.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,300,77.8,59.0,72.6,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Monteo Garrett,28414,HB,GA SOUTHRN,1,100.0,1,1,-8.0,2.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1,174,79.7,63.0,61.0,67.5,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,30,30.0
Evan Orth,27348,QB,S ALABAMA,1,,0,1,,2.6,1,0,0.0,0.0,0,0,0,,1,0,0,288,63.7,78.1,60.0,68.7,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kavious Price,26943,WR,KENT STATE,1,0.0,1,1,-3.0,7.3,0,0,0.0,0.0,0,0,1,,1,0,0,201,52.5,58.6,47.8,66.2,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Shawn Stankavage,26668,QB,VANDERBILT,1,100.0,1,1,-1.0,3.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,333,60.3,61.4,60.4,,0,0,1,0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
Jaylin Nelson,60563,QB,TEXAS ST,3,100.0,1,1,24.0,3.43,0,0,0.0,100.0,1,0,2,0.0,3,0,1,314,38.4,58.1,74.2,56.6,0,0,3,0,50.0,158.3,33.3,1,1,0,0,1,0,0.0,69,69.0
Tony Nicholson,25653,WR,BAYLOR,1,0.0,1,1,34.0,5.5,0,0,0.0,0.0,0,0,1,,1,0,0,118,48.2,57.7,58.0,71.8,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Matthew Wilcox Jr.,61178,WR,BOWL GREEN,1,100.0,1,1,18.0,3.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,122,74.6,48.9,73.1,,0,0,1,2,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Wesley Kennedy III,61277,WR,GA SOUTHRN,1,0.0,1,1,30.0,2.7,0,0,0.0,0.0,0,0,0,,1,0,0,174,28.5,55.2,49.9,66.6,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Reggie Todd,61462,WR,MISS STATE,1,0.0,1,1,40.0,5.2,0,0,0.0,0.0,0,0,0,,1,0,0,227,72.8,54.2,37.1,,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Daiyan Henley,61500,WR,NEVADA,1,0.0,1,1,28.0,4.2,0,0,0.0,0.0,0,0,0,,1,0,0,239,73.7,59.3,58.4,59.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Hunter Hayek,61608,WR,RUTGERS,1,100.0,1,1,-8.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,278,75.8,52.9,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,-8,-8.0
Jared Atkinson,25636,WR,BAYLOR,2,100.0,1,1,10.0,5.65,0,0,0.0,100.0,1,1,0,0.0,2,0,1,118,66.1,54.4,72.6,57.3,0,0,2,2,,118.8,0.0,0,1,0,0,0,0,0.0,20,20.0
Jake Funk,45835,HB,MARYLAND,1,100.0,1,1,-5.0,0.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,215,50.5,64.5,60.6,67.0,0,0,1,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Mike Majette,45845,HB,INDIANA,1,0.0,1,1,-3.0,3.3,0,0,0.0,0.0,0,0,0,,1,0,0,190,77.6,58.5,57.7,53.2,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Malike Roberson,45891,HB,S JOSE ST,1,0.0,1,1,26.0,4.0,0,0,0.0,0.0,0,0,1,,1,0,0,285,86.4,68.6,50.8,66.4,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Richard McQuarley,45970,HB,NEW MEXICO,1,0.0,1,1,34.0,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,241,29.1,58.5,27.5,62.5,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Darius Hoggins,45830,HB,LA LAFAYET,1,100.0,1,1,-8.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,207,40.7,69.1,60.6,73.7,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,19,19.0
Kavika Johnson,46384,WR,UTEP,2,100.0,1,1,24.0,4.6,0,0,0.0,100.0,1,0,1,0.0,2,0,1,330,26.8,51.3,76.2,37.7,0,0,2,2,0.0,118.8,0.0,0,1,0,0,0,0,0.0,38,38.0
Jon Hilliman,45826,HB,BOSTON COL,1,0.0,1,1,10.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,121,62.5,68.4,57.7,70.8,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Pressley Harvin III,62973,P,GA TECH,1,0.0,1,1,15.0,2.1,0,0,0.0,0.0,0,0,0,,1,0,0,176,9.1,47.8,57.7,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Lorenzo Harrison III,45821,HB,MARYLAND,1,0.0,1,1,-3.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,0,215,90.0,70.8,60.4,75.3,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Glenn Smith,45723,WR,GA STATE,1,0.0,1,1,20.0,2.3,0,0,0.0,0.0,0,0,0,,1,0,0,175,82.0,64.0,24.4,67.7,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Dontrell Hilliard,45691,HB,TULANE,1,0.0,1,1,21.0,3.3,0,0,0.0,0.0,0,0,1,,1,0,0,319,91.3,76.4,50.8,77.6,0,0,1,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Darryl Bonner,45643,TE,NAVY,1,0.0,1,1,18.0,3.1,0,0,0.0,0.0,0,0,1,,1,0,0,237,51.3,59.7,49.6,54.1,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Keenen Johnson,45257,WR,TULSA,2,0.0,1,1,39.0,3.2,0,0,0.0,0.0,0,0,1,,1,0,0,320,73.9,58.9,43.2,57.6,0,0,3,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chauncey Mason,45156,HB,ARK STATE,1,100.0,1,1,-6.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,113,49.4,67.5,60.4,66.2,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,34,34.0
Russell Gage,44771,WR,LSU,1,0.0,1,1,36.0,4.1,0,0,0.0,0.0,0,1,1,,1,0,0,211,60.3,67.8,58.0,68.5,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Zach Potter,43754,P,ARMY,1,100.0,1,1,16.0,1.7,0,0,0.0,0.0,0,0,0,100.0,1,1,0,114,60.3,70.7,75.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mike Fiacable,42409,QB,INDIANA,1,,0,1,,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,190,63.7,47.4,60.0,53.4,0,0,1,0,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Dymond Lee,42362,WR,UCLA,1,100.0,1,1,-5.0,4.1,0,0,0.0,100.0,1,0,1,0.0,1,0,0,324,60.3,61.9,61.0,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0
Byron Pringle,42345,WR,KANSAS ST,1,0.0,1,1,27.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,0,199,53.7,65.0,37.9,63.3,0,0,1,2,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Greg Dortch,42237,WR,WAKE,1,0.0,1,1,10.0,2.7,0,0,0.0,0.0,0,1,0,,1,0,0,339,52.0,81.2,58.6,52.4,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jackson Anthrop,41338,WR,PURDUE,1,100.0,1,1,-4.0,4.95,0,0,0.0,100.0,1,0,1,0.0,2,0,1,273,82.6,63.8,58.9,67.0,0,0,2,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,24,24.0
Trishton Jackson,41247,WR,MICH STATE,1,100.0,1,1,-5.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,223,68.6,54.9,60.4,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Devin Singletary,40485,HB,FAU,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,165,66.2,89.8,60.4,88.5,0,0,1,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Chris Oladokun,40364,QB,USF,2,100.0,1,1,6.0,4.4,0,0,0.0,100.0,1,0,1,0.0,2,0,1,327,61.8,65.4,71.9,57.0,0,0,2,0,0.0,116.7,0.0,0,1,0,0,0,0,0.0,12,12.0
Matthew Jordan,46476,QB,GA TECH,2,0.0,1,1,40.0,2.4,0,0,0.0,0.0,0,0,1,,2,0,0,176,74.6,67.5,56.9,65.7,0,0,2,0,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Trenard Davis,40351,WR,ILLINOIS,1,100.0,1,1,7.0,2.8,0,0,0.0,100.0,1,0,1,0.0,1,0,1,187,68.6,66.0,71.9,,0,0,1,1,0.0,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Joe Thompson,40321,QB,CHARLOTTE,1,0.0,1,1,34.0,2.97,0,0,0.0,0.0,0,0,3,,3,0,0,136,62.7,46.4,45.9,,0,0,3,0,66.7,39.6,66.7,2,0,0,0,0,0,0.0,0,0.0
Justin Rankin,40220,HB,KENT STATE,1,100.0,1,1,7.0,1.9,0,0,0.0,100.0,1,0,1,0.0,1,0,1,201,78.7,74.8,71.9,69.5,0,0,1,0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0
Jordan Jones,40152,WR,ARKANSAS,1,0.0,1,1,36.0,3.7,0,0,0.0,0.0,0,0,0,,1,0,0,111,73.9,69.1,49.9,75.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jake Arceneaux,40112,QB,LA LAFAYET,1,100.0,1,1,5.0,1.91,0,0,0.0,100.0,1,0,0,0.0,1,0,0,207,63.7,71.0,60.4,63.6,0,0,1,0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
JaQuan Blackwell,40098,WR,S JOSE ST,1,0.0,1,1,16.0,3.0,0,0,0.0,0.0,0,1,1,,1,0,0,285,72.0,60.4,34.4,,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Donovan Williams,39998,WR,UCONN,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,146,71.2,66.2,60.4,74.3,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Caleb Henderson,39905,QB,MARYLAND,1,0.0,1,1,33.0,3.48,0,0,0.0,0.0,0,0,3,,4,0,0,215,66.6,42.0,48.8,50.5,0,0,4,0,33.3,39.6,25.0,1,2,0,0,0,0,0.0,0,0.0
T.J. Patterson,39697,QB,COLORADO,1,100.0,1,1,-6.0,1.6,0,0,0.0,0.0,0,0,0,100.0,1,1,0,143,60.3,61.1,60.6,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
JK Scott,38809,P,ALABAMA,1,100.0,1,1,-10.0,4.7,0,0,0.0,100.0,1,0,1,0.0,1,0,0,103,,38.6,53.4,,0,0,1,0,0.0,79.2,0.0,0,0,0,0,0,1,100.0,-9,-9.0
Cole Brownholtz,38611,QB,HAWAII,1,100.0,1,1,3.0,1.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,180,60.3,61.7,60.6,,0,0,1,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Sam Geraci,38579,P,LA LAFAYET,2,100.0,1,1,-4.0,1.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,207,61.8,61.7,61.5,,0,0,2,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Caleb Wilson,38305,TE,UCLA,1,100.0,1,1,33.0,3.2,0,1,100.0,100.0,1,1,0,0.0,1,0,1,324,72.7,91.4,87.3,,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,39,39.0
Jaron Johnson,22635,WR,E MICHIGAN,1,100.0,1,1,27.0,3.6,0,1,100.0,100.0,1,1,0,0.0,1,0,1,160,29.1,60.3,87.7,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,43,43.0
Reid Herring,46557,QB,E CAROLINA,1,100.0,1,1,23.0,1.9,0,1,100.0,100.0,1,0,1,0.0,1,0,1,156,15.8,49.9,89.2,38.9,0,0,1,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,20,20.0
Collin Lisa,38269,WR,UAB,1,100.0,1,1,-3.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,321,71.6,72.3,60.4,,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
