player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Wes Lunt,12050,QB,ILLINOIS,7,71.6,222,235,8.3,2.55,2,8,3.3,63.4,149,0,81,6.3,247,10,1,187,56.6,59.2,61.1,42.2,1,3,258,3,13.6,98.7,4.5,11,1,0,10,13,16,6.2,1727,7.3
Chandler Whitmer,13323,QB,UCONN,12,67.3,202,225,10.8,2.92,1,10,4.2,55.1,124,0,99,8.8,278,12,1,146,39.7,57.1,59.7,50.3,0,8,295,1,27.3,77.7,9.7,27,26,0,22,11,13,4.4,1522,6.8
Will Gardner,22950,QB,LOUISVILLE,8,67.3,205,222,8.7,2.47,10,6,2.6,57.2,127,0,71,8.0,241,11,3,210,54.1,63.0,63.9,48.7,2,3,247,2,18.3,93.5,5.4,13,6,1,4,12,11,4.5,1669,7.5
Tyler Murphy,9912,QB,BOSTON COL,12,71.6,194,216,11.0,3.16,4,8,3.5,55.6,120,0,117,13.7,273,19,0,121,61.9,73.6,63.8,75.9,3,10,289,2,18.8,75.5,8.1,22,35,3,12,11,11,3.8,1526,7.1
Anthony Jennings,46485,QB,LSU,12,57.7,201,215,12.8,2.96,2,13,5.7,48.4,104,0,80,10.3,254,12,2,211,29.6,60.8,63.7,52.7,0,7,273,4,22.5,72.6,7.1,18,21,1,11,10,13,4.8,1459,6.8
Mitch Leidner,46437,QB,MINNESOTA,11,58.8,199,211,12.5,2.78,1,13,5.9,47.9,101,0,85,13.7,241,16,3,225,38.5,56.3,55.4,57.0,2,8,250,3,20.0,72.4,7.1,17,13,3,6,10,16,6.4,1540,7.3
Jack Milas,22500,QB,BALL ST,6,65.3,190,210,8.8,2.22,9,6,2.7,54.8,115,0,48,7.3,218,9,1,117,57.7,52.6,49.5,61.5,3,5,227,0,12.5,77.9,2.8,6,2,2,6,9,16,7.0,1302,6.2
Andrew McNulty,39495,QB,N TEXAS,10,63.7,190,205,9.6,2.73,4,11,5.1,54.1,111,0,70,8.3,224,10,1,251,78.2,52.4,53.7,50.2,1,7,234,1,17.1,69.2,5.4,12,7,1,9,6,14,6.0,1301,6.3
JD Sprague,39102,QB,OHIO,10,63.5,192,203,11.8,2.85,3,13,6.0,48.8,99,0,68,18.9,236,23,2,259,71.1,69.3,66.6,66.0,1,5,252,1,19.1,62.8,5.5,13,20,0,7,3,10,4.0,1238,6.1
Ozzie Mann,17841,QB,BALL ST,7,74.5,184,198,7.3,2.36,7,4,2.0,58.6,116,0,48,15.3,212,21,3,117,28.8,68.2,72.7,40.5,2,2,219,1,14.6,90.5,3.3,7,7,0,5,10,6,2.7,1281,6.5
Jeff Driskel,10841,QB,FLORIDA,8,67.2,180,196,9.2,2.42,4,3,1.5,54.1,106,0,56,12.4,215,15,0,163,71.3,60.2,59.2,60.1,6,10,224,1,16.1,64.4,4.2,9,10,1,5,9,7,3.1,1092,5.6
Mike Bercovici,10986,QB,ARIZONA ST,8,69.3,179,187,9.7,2.5,1,9,4.5,61.0,114,0,51,8.1,200,10,0,110,66.2,69.4,69.0,57.8,1,4,213,0,17.6,97.6,4.5,9,4,2,4,12,9,4.2,1447,7.7
Reginald Bell,28286,QB,E MICHIGAN,9,66.3,178,186,10.1,3.03,2,6,3.2,56.5,105,0,76,11.0,235,13,3,160,26.5,53.4,55.1,54.6,1,6,239,2,26.3,80.6,8.5,20,29,0,5,9,16,6.7,1283,6.9
Patrick Mahomes,11765,QB,TEXAS TECH,7,70.3,175,185,11.0,2.82,2,10,4.9,56.8,105,0,73,14.6,204,18,3,315,49.4,64.1,64.9,56.3,3,4,225,1,13.7,104.0,4.9,10,9,0,5,16,12,5.3,1545,8.4
Garrett Krstich,37876,QB,SMU,6,60.6,175,181,8.5,2.56,5,5,2.7,54.7,99,0,58,6.6,218,7,1,287,42.1,40.5,40.4,53.4,0,7,223,0,29.3,54.9,7.8,17,20,0,1,2,14,6.3,855,4.7
John O'Korn,46515,QB,HOUSTON,6,60.5,167,173,9.2,2.66,0,6,3.3,52.0,90,0,59,10.9,196,11,1,182,68.4,45.5,47.5,49.2,0,8,205,1,15.3,60.6,4.6,9,14,0,6,6,11,5.4,951,5.5
Nate Sudfeld,10821,QB,INDIANA,6,69.7,155,169,10.4,2.79,1,7,3.9,59.8,101,0,48,6.5,194,7,2,190,67.9,63.7,62.8,59.1,1,3,203,3,12.5,84.7,3.1,6,19,0,12,6,6,3.0,1151,6.8
Reilly O'Toole,14421,QB,ILLINOIS,9,73.8,149,167,7.9,2.95,4,4,2.2,58.7,98,0,76,10.9,197,12,0,187,80.4,74.5,70.6,69.0,1,7,211,0,19.7,77.7,7.6,15,15,0,13,9,5,2.4,1051,6.3
Tucker Carter,13140,QB,UTSA,8,68.2,154,167,8.5,2.69,3,6,3.4,57.5,96,0,57,8.6,189,9,1,331,55.8,56.1,61.0,47.5,0,5,197,3,21.1,72.5,6.3,12,10,0,10,4,11,5.6,1083,6.5
Matt Davis,46456,QB,SMU,10,63.2,155,166,7.7,3.22,3,2,1.1,53.6,89,0,89,9.2,236,9,4,287,25.8,46.8,34.1,68.7,2,5,249,3,22.5,61.7,8.5,20,50,0,6,3,15,6.0,855,5.2
Matt Johns,24210,QB,VIRGINIA,9,65.8,149,165,11.2,2.89,2,13,7.4,53.9,89,0,64,9.2,181,9,1,335,67.4,79.6,79.3,63.5,2,5,193,2,3.1,78.3,1.1,2,14,2,10,8,7,3.6,1097,6.6
AJ Long,38322,QB,SYRACUSE,6,63.2,155,164,9.2,2.63,5,7,4.1,53.7,88,0,72,10.2,190,10,1,304,32.7,48.3,45.8,60.1,1,8,198,0,25.0,58.2,9.5,18,8,0,3,4,11,5.6,927,5.7
Kale Pearson,13849,QB,AIR FORCE,11,70.2,151,163,11.1,2.67,1,8,4.6,58.9,96,0,54,9.4,175,10,0,101,61.2,70.8,73.9,58.5,1,3,188,0,14.8,110.7,4.6,8,4,1,9,14,9,4.8,1511,9.3
Justin Thomas,12344,QB,GA TECH,12,58.9,146,162,14.7,3.1,1,8,4.7,50.0,81,0,71,5.8,189,5,0,176,52.4,73.3,63.2,73.9,2,4,200,6,15.5,103.9,5.8,11,16,2,11,16,11,5.5,1460,9.0
Danny Etling,23519,QB,PURDUE,5,65.1,152,162,6.6,2.52,4,5,3.0,54.9,89,0,55,10.1,184,10,0,273,64.2,49.8,47.2,64.1,2,5,187,2,21.8,67.9,6.5,12,10,0,4,6,9,4.8,800,4.9
Derrius Vick,18747,QB,OHIO,8,65.3,150,160,12.3,2.86,4,10,6.0,58.8,94,0,72,4.1,186,4,1,259,62.1,69.7,66.0,69.2,1,4,195,5,13.9,87.4,5.4,10,16,1,4,8,8,4.1,1158,7.2
Joshua Dobbs,11890,QB,TENNESSEE,5,70.2,151,157,8.2,2.76,1,4,2.5,61.1,96,0,50,9.4,177,10,0,307,30.1,66.9,57.3,73.1,0,5,185,1,18.0,85.1,5.1,9,11,1,4,8,14,7.6,1068,6.8
Kyle Allen,26152,QB,TEXAS A&M,8,68.0,150,156,7.8,2.68,2,3,1.8,61.5,96,0,46,5.9,174,6,2,312,49.5,48.0,48.4,52.8,0,6,183,1,21.7,90.4,5.7,10,8,0,4,12,9,4.9,1028,6.6
Johnny McCrary,26439,QB,VANDERBILT,7,61.2,139,152,10.1,2.59,1,9,5.5,51.3,78,0,53,8.2,163,7,0,333,50.9,59.7,61.6,51.0,7,8,177,1,7.5,69.7,2.5,4,7,0,5,9,10,5.6,985,6.5
Terrel Hunt,17224,QB,SYRACUSE,5,66.9,142,150,8.1,2.63,1,7,4.5,56.0,84,0,55,11.6,169,11,4,304,45.1,73.9,70.9,70.4,1,4,177,3,3.6,67.1,1.2,2,17,2,4,1,9,5.1,981,6.5
Austin Robinson,38520,QB,UTSA,6,67.4,135,146,6.8,2.29,4,2,1.3,55.5,81,1,51,11.0,169,10,1,331,23.2,39.0,31.7,61.2,5,5,183,2,25.5,54.7,7.7,13,9,0,2,1,12,6.6,645,4.4
Thomas Woodson,26372,QB,AKRON,8,58.4,137,143,10.9,2.68,3,6,3.9,53.1,76,0,53,5.0,165,4,1,102,76.0,42.8,40.1,61.3,0,6,177,1,11.3,64.0,3.6,6,16,0,3,5,11,6.3,806,5.6
Deshaun Watson,11767,QB,CLEMSON,8,74.8,135,137,11.2,2.71,0,8,5.6,67.9,93,0,46,7.9,155,8,1,140,80.0,88.7,86.0,72.6,0,2,163,0,17.4,131.2,5.2,8,10,0,2,14,2,1.2,1466,10.7
Joel Stave,10985,QB,WISCONSIN,8,64.6,130,136,11.8,3.16,2,7,5.0,58.1,79,0,42,6.0,144,5,0,349,75.3,79.3,77.5,70.0,1,4,151,3,14.3,89.8,4.2,6,2,0,3,8,4,2.6,1042,7.7
Darell Garretson,46397,QB,UTAH ST,5,75.4,126,136,6.5,2.32,2,7,4.9,66.2,90,0,38,5.3,149,5,0,329,46.6,64.7,67.2,46.8,1,3,157,3,21.1,102.0,5.4,8,5,1,6,8,6,3.8,1122,8.3
Zander Diamont,28542,QB,INDIANA,6,63.7,124,134,7.6,2.97,3,1,0.7,47.8,64,0,51,19.0,167,15,1,190,30.0,50.6,45.7,61.5,1,4,174,1,33.3,47.9,10.2,17,16,1,5,1,6,3.4,515,3.8
Taysom Hill,12112,QB,BYU,5,75.0,124,132,8.4,3.15,1,4,2.8,66.7,88,0,68,5.4,172,5,1,128,50.3,85.3,74.9,81.1,0,3,184,1,22.1,96.5,8.7,15,25,0,7,7,4,2.2,972,7.4
Montell Cozart,46563,QB,KANSAS,6,64.2,109,129,8.8,2.94,3,3,2.3,49.6,64,0,56,8.6,156,6,2,198,28.7,34.6,38.9,41.5,1,7,159,1,25.0,56.4,9.0,14,13,0,16,5,9,5.7,701,5.4
Kevin Ellison,46555,QB,GA SOUTHRN,12,68.1,119,127,12.3,2.74,1,8,5.9,55.1,70,0,41,13.6,148,11,1,174,43.8,70.8,68.2,66.1,3,3,157,2,14.6,83.7,4.1,6,15,0,4,5,5,3.2,988,7.8
Reggie Bonnafon,47542,QB,LOUISVILLE,8,64.5,110,117,11.5,3.18,2,6,5.0,51.3,60,0,80,15.5,160,11,0,210,34.1,71.6,71.9,63.2,0,3,165,3,27.5,78.7,13.8,22,21,0,5,5,3,1.8,850,7.3
Tanner McEvoy,11288,QB,WISCONSIN,9,67.3,104,112,10.5,3.02,2,1,0.9,58.0,65,0,41,7.1,131,5,0,349,36.2,72.6,59.9,77.6,0,6,135,0,9.8,69.4,3.1,4,15,0,6,5,7,5.2,709,6.3
Cole Weeks,15145,QB,SO MISS,4,56.9,109,112,11.1,2.34,1,9,7.7,52.7,59,0,46,4.8,131,3,0,296,22.8,57.3,58.5,53.4,0,5,137,1,32.6,61.6,11.5,15,4,0,2,2,9,6.6,761,6.8
Lamar Jordan,29577,QB,NEW MEXICO,11,56.8,111,112,12.8,2.74,0,3,2.5,52.7,59,0,41,6.3,129,4,0,241,31.2,53.8,49.9,58.1,0,5,138,2,14.6,78.8,4.7,6,11,0,1,6,7,5.1,902,8.1
Keenan Reynolds,10816,QB,NAVY,10,59.4,96,107,13.8,3.25,0,5,4.5,45.8,49,0,63,14.0,132,8,0,237,34.1,60.3,57.0,60.7,4,3,137,0,28.6,79.4,13.6,18,7,3,4,6,7,5.1,826,7.7
Kent Myers,30603,QB,UTAH ST,6,73.8,103,105,7.9,2.44,2,5,4.4,68.6,72,0,33,5.3,125,4,1,329,29.1,73.4,73.1,64.4,0,2,135,1,30.3,97.8,8.0,10,10,0,0,5,4,3.0,771,7.3
Treon Harris,27651,QB,FLORIDA,8,59.8,92,100,14.8,2.99,6,5,4.9,50.0,50,0,38,9.1,118,5,0,163,26.3,64.6,65.1,59.5,1,3,122,1,15.8,91.9,5.1,6,12,0,1,7,3,2.5,896,9.0
Steven Bench,17685,QB,USF,6,66.7,87,100,10.3,2.64,2,3,2.9,49.0,49,0,36,15.5,112,9,2,327,56.8,66.3,69.8,48.3,1,2,117,1,19.4,70.0,6.3,7,5,1,9,3,4,3.4,611,6.1
Blake Jurich,12937,QB,S JOSE ST,5,69.1,94,97,9.4,2.47,0,6,5.9,60.8,59,0,38,9.2,110,6,0,285,56.9,51.9,49.0,60.7,1,5,115,0,23.7,77.3,8.2,9,4,0,2,5,8,7.0,672,6.9
Rob Bolden,14307,QB,E MICHIGAN,6,53.9,89,96,7.2,2.74,1,3,3.0,42.7,41,0,47,14.6,115,7,2,160,30.1,34.0,33.6,49.8,0,5,119,2,19.1,47.2,7.8,9,10,0,6,4,9,7.6,399,4.2
Chuckie Keeton,19710,QB,UTAH ST,3,67.4,86,93,7.7,2.75,1,3,3.0,54.8,51,0,29,12.1,102,7,2,329,74.3,59.0,57.6,62.5,1,4,110,2,6.9,56.1,2.0,2,7,0,5,2,6,5.5,426,4.6
Seth Russell,46467,QB,BAYLOR,8,64.6,79,85,13.6,2.23,3,8,9.2,56.5,48,0,18,5.9,88,3,1,118,77.7,84.4,79.0,74.2,0,1,92,0,0.0,115.0,0.0,0,3,0,3,8,3,3.3,804,9.5
Tim Boyle,21956,QB,UCONN,9,65.8,76,82,8.3,2.39,1,3,3.6,51.2,42,0,23,16.0,89,8,0,146,34.6,48.2,52.4,39.1,2,3,90,0,26.1,50.6,6.7,6,1,1,2,1,6,6.7,335,4.1
Nick Montana,12855,QB,TULANE,4,63.5,74,81,8.2,2.69,2,2,2.4,55.6,45,0,27,4.3,87,2,1,319,50.8,55.5,54.4,58.0,0,3,89,0,3.7,54.8,1.1,1,5,1,4,1,4,4.5,344,4.2
Munchie Legaux,16048,QB,CINCINNATI,7,74.0,77,79,8.3,2.74,1,3,3.6,67.1,53,0,21,7.0,89,4,0,138,74.4,62.4,62.6,61.0,0,1,94,2,19.0,95.6,4.5,4,6,0,1,3,2,2.1,574,7.3
Dontreal Pruitt,17469,QB,TROY,7,70.1,77,78,10.5,2.98,0,8,9.6,57.7,45,0,29,16.7,94,9,0,318,74.3,71.5,72.7,59.4,0,1,100,0,13.8,78.4,4.3,4,12,0,1,1,4,4.0,548,7.0
Dajon Williams,29452,QB,N TEXAS,6,71.0,69,77,10.6,3.03,0,6,7.7,59.7,46,0,32,6.1,93,3,0,251,29.3,58.5,54.0,63.9,1,4,94,0,28.1,93.4,9.7,9,7,0,7,7,6,6.4,607,7.9
Wade Freebeck,46432,QB,VANDERBILT,5,53.8,65,72,10.1,2.57,2,3,4.1,47.2,34,0,31,2.9,83,1,0,333,51.0,40.7,44.6,37.0,3,5,85,0,22.6,38.9,8.4,7,4,0,2,1,6,7.1,376,5.2
Angel Santiago,15696,QB,ARMY,12,59.4,64,70,12.8,3.2,2,0,0.0,50.0,35,0,42,7.9,96,3,0,114,24.7,54.5,50.2,56.4,1,1,102,0,31.0,71.6,13.5,13,13,0,3,1,4,4.0,488,7.0
C.J. Beathard,11859,QB,IOWA,7,70.3,64,69,9.8,2.66,0,4,5.5,56.5,39,0,20,13.3,76,6,0,192,75.0,76.5,75.0,65.0,3,1,80,0,20.0,88.0,5.3,4,3,0,2,3,3,3.8,502,7.3
Mitch Trubisky,11757,QB,N CAROLINA,8,59.1,66,69,11.7,2.39,0,1,1.4,50.7,35,0,20,10.3,75,4,1,245,72.3,42.9,43.7,51.2,0,4,76,1,15.0,63.3,4.0,3,3,0,3,4,3,3.9,394,5.7
Patton Robinette,37962,QB,VANDERBILT,6,70.3,64,68,11.1,2.9,1,0,0.0,63.2,43,0,26,4.4,81,2,0,333,75.5,48.9,49.4,55.2,1,3,88,2,23.1,78.9,7.4,6,7,0,2,3,7,8.0,454,6.7
Phillip Ely,19653,QB,TOLEDO,2,70.8,65,68,7.3,2.29,1,2,2.9,60.3,41,0,20,10.9,72,5,0,316,72.5,65.2,63.7,65.7,2,1,73,1,20.0,99.0,5.6,4,0,0,0,4,5,6.8,541,8.0
Stephen Rivers,16594,QB,VANDERBILT,4,44.8,58,66,11.2,2.52,1,2,2.9,37.9,25,0,24,3.8,69,1,1,333,71.1,39.3,40.4,53.8,3,3,72,2,8.3,35.8,2.9,2,1,0,4,0,4,5.6,334,5.1
Chad Chalich,27637,QB,IDAHO,4,68.9,61,66,10.5,3.22,1,6,8.1,56.1,37,0,31,11.9,81,5,0,185,54.8,66.5,67.7,59.7,0,2,89,1,9.7,78.0,3.7,3,12,0,4,2,3,3.4,502,7.6
Cody Thomas,12913,QB,OKLAHOMA,7,55.0,60,66,8.1,2.61,2,0,0.0,45.5,30,0,15,9.1,72,3,0,261,55.7,40.2,34.9,55.0,1,4,75,0,13.3,46.4,2.8,2,4,0,3,2,3,4.0,342,5.2
Skyler Howard,12262,QB,W VIRGINIA,3,66.7,63,66,11.3,2.91,0,2,2.9,54.5,36,0,23,14.3,69,6,0,343,29.5,79.5,78.7,64.1,0,0,71,0,4.3,103.3,1.4,1,2,1,2,5,2,2.8,483,7.3
Jared Lebowitz,26965,QB,UNLV,3,59.6,57,62,12.1,2.67,1,1,1.5,40.3,25,0,18,26.5,64,9,0,325,72.4,50.4,48.4,62.4,0,1,68,1,11.1,56.5,3.1,2,0,0,4,1,5,7.4,329,5.3
Hunter Vaughn,38201,QB,S ALABAMA,4,69.1,55,60,6.9,2.68,1,0,0.0,63.3,38,0,25,0.0,66,0,1,288,35.2,30.5,34.9,43.2,0,6,67,1,8.0,44.6,3.0,2,4,0,4,1,7,10.4,342,5.7
Mason Rudolph,46569,QB,OKLA STATE,2,65.5,58,60,12.2,2.54,0,4,6.1,53.3,32,0,29,15.8,69,6,1,262,71.2,65.6,67.5,53.5,0,3,75,1,17.2,86.4,7.2,5,4,0,2,4,4,5.3,554,9.2
Jake Coker,10951,QB,ALABAMA,5,77.2,57,59,10.7,2.88,0,2,3.3,64.4,38,0,19,13.6,66,6,0,103,70.6,74.0,72.3,63.3,0,0,67,0,15.8,106.8,4.5,3,4,0,2,4,1,1.5,403,6.8
Zack Oliver,18691,QB,NWESTERN,4,64.9,57,57,11.8,2.65,0,5,8.1,52.6,30,0,19,18.9,64,7,0,256,50.3,67.5,74.6,43.3,0,3,69,0,10.5,62.5,3.1,2,5,0,0,2,3,4.3,367,6.4
Grant Rohach,46510,QB,IOWA STATE,2,56.6,53,55,8.4,2.7,1,1,1.7,50.9,28,0,16,6.7,61,2,0,193,26.7,48.9,45.3,68.8,0,1,65,0,25.0,70.3,6.6,4,2,0,1,2,5,7.7,280,5.1
Caleb Rowe,18200,QB,MARYLAND,4,69.2,52,54,8.5,2.26,0,1,1.8,63.0,34,0,12,5.6,57,2,0,215,48.9,57.4,61.1,49.9,0,4,58,0,8.3,92.3,1.8,1,2,0,2,5,4,6.9,489,9.1
Brandon Connette,13640,QB,FRESNO ST,3,62.5,48,53,6.4,2.95,3,0,0.0,52.8,28,0,20,6.7,63,2,1,169,77.3,48.0,44.7,60.4,0,3,67,3,20.0,58.4,6.3,4,6,0,2,2,3,4.5,296,5.6
Kendal Thompson,11451,QB,UTAH,7,78.4,51,52,8.5,3.09,1,0,0.0,61.5,32,0,23,20.0,76,8,0,328,60.9,73.6,73.8,64.2,0,2,81,1,39.1,76.1,11.8,9,15,0,0,2,1,1.2,324,6.2
Josh Greer,38105,QB,N TEXAS,3,55.1,49,51,8.3,2.61,1,2,3.8,47.1,24,0,23,11.1,56,3,0,251,20.5,35.7,43.4,26.4,0,2,57,0,21.7,38.9,8.9,5,0,0,1,0,2,3.5,171,3.4
Austin Wilson,38034,QB,SYRACUSE,5,60.4,48,50,9.4,2.73,0,1,1.9,56.0,28,0,16,3.4,56,1,0,304,27.0,29.1,31.5,37.3,0,4,60,0,18.8,36.5,5.4,3,3,0,2,0,9,15.0,253,5.1
E.J. Hilliard,18127,QB,FIU,6,76.6,47,49,8.1,2.59,1,1,2.0,69.4,34,0,23,5.6,67,2,1,166,50.9,59.7,59.3,60.9,0,0,70,1,52.2,95.7,17.9,12,6,0,1,1,3,4.3,341,7.0
Neal Burcham,38131,QB,SMU,2,69.6,46,49,3.8,2.2,0,0,0.0,55.1,27,0,14,15.6,56,5,0,287,39.9,42.2,42.6,57.3,0,2,58,0,42.9,44.4,10.7,6,1,0,3,0,3,5.2,158,3.2
Jeremiah Briscoe,27427,QB,UAB,6,38.3,47,49,15.9,2.63,1,4,7.8,36.7,18,0,18,0.0,54,0,0,321,71.4,40.5,38.3,58.1,0,4,56,0,16.7,49.4,5.6,3,2,1,0,3,5,8.9,357,7.3
Austin Whipple,30308,QB,UMASS,2,62.2,45,48,9.2,2.79,2,2,4.1,52.1,25,0,18,10.7,59,3,1,216,42.4,36.7,39.6,40.1,0,3,60,1,33.3,68.5,10.2,6,5,0,1,3,6,10.0,325,6.8
Greg Hankerson Jr.,22834,QB,FAU,5,60.0,45,47,9.2,2.7,1,1,1.9,46.8,22,0,14,18.5,56,5,0,165,71.8,56.6,52.4,61.3,0,0,62,1,42.9,61.7,10.7,6,3,0,1,1,2,3.2,152,3.2
Sean Maguire,22742,QB,FLORIDA ST,3,70.0,40,46,9.5,2.93,1,1,2.1,54.3,25,0,28,10.7,54,3,0,167,70.3,56.7,60.2,43.8,4,2,55,1,21.4,66.7,11.1,6,2,0,1,1,4,7.3,333,7.2
Brandon Harris,46538,QB,LSU,7,60.5,43,45,15.6,3.07,0,5,10.2,53.3,24,0,14,7.7,51,2,0,211,33.0,68.4,66.5,63.3,0,2,55,0,28.6,106.4,7.8,4,2,1,1,6,2,3.6,419,9.3
Jordan Gehrke,21879,QB,COLORADO,4,56.1,41,44,5.7,2.87,1,0,0.0,45.5,20,0,18,13.0,52,3,1,143,70.9,50.9,51.1,58.6,0,0,53,1,22.2,56.1,7.7,4,4,0,2,0,0,0.0,170,3.9
Matt Floyd,20237,QB,S ALABAMA,3,56.8,44,44,12.4,2.57,0,3,6.7,43.2,19,0,10,24.0,50,6,0,288,44.8,35.3,41.7,37.8,0,3,51,0,40.0,34.6,8.0,4,2,0,0,0,5,9.8,263,6.0
Kameron Bryant,17632,QB,APP STATE,4,71.8,39,43,6.8,2.31,1,0,0.0,53.5,23,0,16,17.9,45,5,1,108,51.2,61.0,60.5,58.7,3,2,50,0,12.5,82.9,4.4,2,0,0,0,4,3,6.0,254,5.9
Brogan Roback,25079,QB,E MICHIGAN,3,72.5,40,42,8.4,2.74,0,1,2.4,52.4,22,0,15,24.1,47,7,0,160,38.6,58.3,57.1,56.1,0,0,47,0,13.3,58.2,4.3,2,3,0,2,0,1,2.1,124,3.0
Shane Morris,46516,QB,MICHIGAN,5,43.6,39,40,12.9,2.82,1,1,2.4,35.0,14,0,11,17.6,46,3,0,222,18.1,34.0,40.7,35.6,0,3,48,0,27.3,13.3,6.5,3,3,0,0,0,3,6.3,128,3.2
Nathan Strock,28743,QB,KENT STATE,6,56.8,37,40,7.2,2.62,1,0,0.0,40.0,16,0,19,23.8,49,5,0,201,45.1,38.6,35.0,61.4,0,1,55,0,42.1,54.2,16.3,8,1,0,2,2,3,5.5,104,2.6
Blake Bogenschutz,26913,QB,UTSA,3,62.2,37,39,7.5,2.39,2,1,2.3,56.4,22,0,12,4.3,49,1,0,331,26.6,29.9,37.5,37.3,0,2,53,0,41.7,57.9,10.2,5,5,0,0,0,5,9.4,282,7.2
Nick Bawden,27413,QB,S DIEGO ST,3,48.6,37,39,12.2,2.99,1,0,0.0,33.3,13,0,15,27.8,50,5,0,284,39.2,38.7,38.8,49.1,0,2,50,0,20.0,32.7,6.0,3,8,0,1,1,3,6.0,147,3.8
J.W. Walsh,19040,QB,OKLA STATE,2,61.8,34,39,8.8,2.51,2,0,0.0,51.3,20,0,13,4.8,43,1,1,262,44.4,54.4,49.4,63.6,0,1,45,1,0.0,67.6,0.0,0,4,1,2,1,2,4.4,233,6.0
Jerry Neuheisel,24010,QB,UCLA,2,74.3,35,38,3.6,2.29,1,1,2.6,68.4,26,0,11,0.0,41,0,1,324,69.1,55.7,54.4,,0,0,42,0,27.3,97.9,7.3,3,0,0,2,2,2,4.8,194,5.1
Kyle Bolin,46414,QB,LOUISVILLE,3,75.7,37,38,11.4,2.47,0,2,5.1,65.8,25,0,9,10.7,41,3,0,210,70.8,80.1,82.0,57.6,1,1,43,0,11.1,117.9,2.4,1,2,0,0,3,2,4.7,416,10.9
Kolney Cassel,29831,QB,SMU,5,62.9,35,37,10.6,2.45,0,1,2.7,40.5,15,0,11,31.8,43,7,0,287,33.7,53.6,55.8,57.0,0,0,44,1,54.5,62.4,14.0,6,0,0,2,1,3,6.8,156,4.2
Matt Johnson,11111,QB,BOWL GREEN,1,77.8,36,36,8.2,2.67,0,1,2.7,69.4,25,0,11,10.7,40,3,0,122,45.6,81.8,87.3,43.5,0,0,41,0,27.3,105.6,7.5,3,1,0,0,1,0,0.0,314,8.7
Jeremy Johnson,46386,QB,AUBURN,6,83.3,36,36,8.1,2.22,0,0,0.0,75.0,27,0,4,10.0,38,3,0,115,69.8,85.5,83.8,52.7,0,0,39,0,25.0,139.6,2.6,1,1,0,0,3,0,0.0,408,11.3
Troy Williams,46431,QB,WASHINGTON,2,75.8,33,35,5.0,2.79,2,0,0.0,62.9,22,0,9,12.0,46,3,0,340,71.7,45.1,42.4,56.8,0,2,47,0,66.7,51.3,13.0,6,5,0,0,0,2,4.3,173,4.9
David Ash,19739,QB,TEXAS,1,72.4,29,34,7.2,3.13,1,1,2.9,55.9,19,0,11,9.5,38,2,1,311,15.8,43.7,62.4,23.7,1,0,38,0,18.2,81.7,5.3,2,2,0,3,1,1,2.6,190,5.6
Anthony Maddie,21288,QB,N ILLINOIS,8,66.7,33,33,7.7,2.52,0,2,5.7,60.6,20,0,7,9.1,41,2,0,254,79.0,58.5,53.7,60.9,0,1,44,0,28.6,68.6,4.9,2,6,0,0,0,3,6.8,227,6.9
Craig Harrison,15442,QB,UTAH ST,2,61.3,31,32,7.3,2.4,1,0,0.0,46.9,15,0,9,21.1,38,4,0,329,17.0,43.6,47.5,46.9,0,0,39,0,22.2,101.7,5.3,2,4,0,0,3,2,5.1,225,7.0
Casey Cochran,21948,QB,UCONN,1,60.0,30,31,10.3,2.25,0,0,0.0,54.8,17,0,9,5.6,32,1,0,146,68.5,47.7,47.3,,0,1,33,0,11.1,57.3,3.1,1,0,0,1,0,3,9.1,171,5.5
Nate Romine,46524,QB,AIR FORCE,3,53.6,28,30,13.8,2.74,0,0,0.0,46.7,14,0,10,6.7,34,1,0,101,56.0,41.4,43.8,48.6,0,1,35,0,20.0,55.8,5.9,2,2,0,2,0,2,5.7,207,6.9
Brice Ramsey,27649,QB,GEORGIA,5,72.4,29,30,10.9,2.65,0,2,6.5,66.7,20,0,6,4.8,30,1,0,173,68.3,68.9,67.7,,0,1,31,0,0.0,116.2,0.0,0,0,0,1,3,2,6.5,282,9.4
Nick Sherry,16938,QB,UNLV,2,53.8,26,29,10.8,2.73,0,1,3.3,31.0,9,0,16,35.7,32,5,1,325,29.5,28.8,32.8,35.3,0,2,33,0,6.3,11.7,3.1,1,2,0,3,0,4,12.1,78,2.7
Jeff Lindquist,47029,QB,WASHINGTON,3,50.0,26,28,15.6,2.81,1,2,6.9,32.1,9,0,6,30.8,32,4,0,340,74.5,70.2,72.5,60.5,0,0,33,0,16.7,64.4,3.1,1,3,0,1,1,0,0.0,159,5.7
